soc_start,title_start,soc_end,title_end,risk_start,risk_end,salarymax_start,salarymax_end,dist_all_alt,rank
27-4032.00,Film and Video Editors,17-1011.00,"Architects, Except Landscape and Naval",0.0987949,0.0536808,34027,60970,0.106732216,20
29-1011.00,Chiropractors,29-1123.00,Physical Therapists,0.0726067,0.082515,51291,59065,0.033045155,1
29-1011.00,Chiropractors,29-1064.00,Obstetricians and Gynecologists,0.0726067,0.0616244,51291,121468,0.03601732,2
29-1011.00,Chiropractors,29-1041.00,Optometrists,0.0726067,0.1997,51291,75425,0.038696032,3
29-1011.00,Chiropractors,29-1199.01,Acupuncturists,0.0726067,0.163377,51291,14138,0.038731237,4
29-1011.00,Chiropractors,29-1071.00,Physician Assistants,0.0726067,0.0894841,51291,32074,0.039129417,5
29-1011.00,Chiropractors,29-1128.00,Exercise Physiologists,0.0726067,0.0932041,51291,,0.040529995,6
29-1011.00,Chiropractors,29-1171.00,Nurse Practitioners,0.0726067,0.0582304,51291,87486,0.040708147,7
29-1011.00,Chiropractors,29-1081.00,Podiatrists,0.0726067,0.169633,51291,121468,0.0420931,8
29-1011.00,Chiropractors,29-1069.08,Physical Medicine and Rehabilitation Physicians,0.0726067,0.053785,51291,121468,0.042576901,9
29-1011.00,Chiropractors,29-1069.02,Dermatologists,0.0726067,0.107837,51291,121468,0.044592579,10
29-1011.00,Chiropractors,29-1069.12,Urologists,0.0726067,0.0738493,51291,121468,0.044938261,11
29-1011.00,Chiropractors,29-9091.00,Athletic Trainers,0.0726067,0.0911577,51291,32454,0.045047373,12
29-1011.00,Chiropractors,29-1063.00,"Internists, General",0.0726067,0.0569465,51291,121468,0.045524256,13
29-1011.00,Chiropractors,29-1069.03,Hospitalists,0.0726067,0.0660836,51291,32074,0.046054085,14
29-1011.00,Chiropractors,29-1069.09,Preventive Medicine Physicians,0.0726067,0.0600421,51291,121468,0.046971637,15
29-1011.00,Chiropractors,29-1067.00,Surgeons,0.0726067,0.0541157,51291,121468,0.047095112,16
29-1011.00,Chiropractors,29-1141.01,Acute Care Nurses,0.0726067,0.0767392,51291,75807,0.048450623,17
29-1011.00,Chiropractors,29-1069.06,Ophthalmologists,0.0726067,0.111432,51291,121468,0.049078379,18
29-1011.00,Chiropractors,29-1069.01,Allergists and Immunologists,0.0726067,0.0568544,51291,121468,0.049558037,19
29-1011.00,Chiropractors,29-1199.05,Orthoptists,0.0726067,0.155106,51291,33152,0.049893289,20
29-1021.00,"Dentists, General",29-1023.00,Orthodontists,0.0671198,0.132871,97815,97815,0.027685093,1
29-1021.00,"Dentists, General",29-1067.00,Surgeons,0.0671198,0.0541157,97815,121468,0.040304563,2
29-1021.00,"Dentists, General",29-1151.00,Nurse Anesthetists,0.0671198,0.0665388,97815,87486,0.044796186,3
29-1021.00,"Dentists, General",29-1069.10,Radiologists,0.0671198,0.109015,97815,121468,0.046787095,4
29-1021.00,"Dentists, General",29-1024.00,Prosthodontists,0.0671198,0.0616964,97815,97815,0.04764736,5
29-1021.00,"Dentists, General",29-1061.00,Anesthesiologists,0.0671198,0.0853635,97815,121468,0.048531079,6
29-1021.00,"Dentists, General",29-1022.00,Oral and Maxillofacial Surgeons,0.0671198,0.0626015,97815,97815,0.052082046,7
29-1021.00,"Dentists, General",29-1131.00,Veterinarians,0.0671198,0.0785528,97815,71116,0.052894624,8
29-1021.00,"Dentists, General",29-1069.12,Urologists,0.0671198,0.0738493,97815,121468,0.05679632,9
29-1021.00,"Dentists, General",29-1069.06,Ophthalmologists,0.0671198,0.111432,97815,121468,0.057155828,10
29-1021.00,"Dentists, General",29-1069.11,Sports Medicine Physicians,0.0671198,0.0564762,97815,121468,0.065164671,11
29-1021.00,"Dentists, General",29-1081.00,Podiatrists,0.0671198,0.169633,97815,121468,0.06646175,12
29-1021.00,"Dentists, General",29-1064.00,Obstetricians and Gynecologists,0.0671198,0.0616244,97815,121468,0.066621474,13
29-1021.00,"Dentists, General",29-2033.00,Nuclear Medicine Technologists,0.0671198,0.541246,97815,62190,0.067501743,14
29-1021.00,"Dentists, General",29-1041.00,Optometrists,0.0671198,0.1997,97815,75425,0.067775223,15
29-1021.00,"Dentists, General",29-1069.02,Dermatologists,0.0671198,0.107837,97815,121468,0.068642158,16
29-1021.00,"Dentists, General",29-1069.07,Pathologists,0.0671198,0.103507,97815,121468,0.076348342,17
29-1021.00,"Dentists, General",29-2031.00,Cardiovascular Technologists and Technicians,0.0671198,0.510545,97815,50798,0.076518976,18
29-1021.00,"Dentists, General",29-2011.02,Cytotechnologists,0.0671198,0.767026,97815,63012,0.079716165,19
29-1021.00,"Dentists, General",29-1011.00,Chiropractors,0.0671198,0.0726067,97815,51291,0.080795008,20
29-1022.00,Oral and Maxillofacial Surgeons,29-1067.00,Surgeons,0.0626015,0.0541157,97815,121468,0.026108455,1
29-1022.00,Oral and Maxillofacial Surgeons,29-1064.00,Obstetricians and Gynecologists,0.0626015,0.0616244,97815,121468,0.033986902,2
29-1022.00,Oral and Maxillofacial Surgeons,29-1069.12,Urologists,0.0626015,0.0738493,97815,121468,0.034566441,3
29-1022.00,Oral and Maxillofacial Surgeons,29-1041.00,Optometrists,0.0626015,0.1997,97815,75425,0.035141519,4
29-1022.00,Oral and Maxillofacial Surgeons,29-1069.06,Ophthalmologists,0.0626015,0.111432,97815,121468,0.038243866,5
29-1022.00,Oral and Maxillofacial Surgeons,29-1081.00,Podiatrists,0.0626015,0.169633,97815,121468,0.038449432,6
29-1022.00,Oral and Maxillofacial Surgeons,29-1061.00,Anesthesiologists,0.0626015,0.0853635,97815,121468,0.040048322,7
29-1022.00,Oral and Maxillofacial Surgeons,29-1069.02,Dermatologists,0.0626015,0.107837,97815,121468,0.041432538,8
29-1022.00,Oral and Maxillofacial Surgeons,29-1023.00,Orthodontists,0.0626015,0.132871,97815,97815,0.041720875,9
29-1022.00,Oral and Maxillofacial Surgeons,29-1071.01,Anesthesiologist Assistants,0.0626015,0.242875,97815,32074,0.045124234,10
29-1022.00,Oral and Maxillofacial Surgeons,29-1069.11,Sports Medicine Physicians,0.0626015,0.0564762,97815,121468,0.046214294,11
29-1022.00,Oral and Maxillofacial Surgeons,29-1131.00,Veterinarians,0.0626015,0.0785528,97815,71116,0.049379789,12
29-1022.00,Oral and Maxillofacial Surgeons,29-1071.00,Physician Assistants,0.0626015,0.0894841,97815,32074,0.050121851,13
29-1022.00,Oral and Maxillofacial Surgeons,29-1021.00,"Dentists, General",0.0626015,0.0671198,97815,97815,0.052082046,14
29-1022.00,Oral and Maxillofacial Surgeons,29-1011.00,Chiropractors,0.0626015,0.0726067,97815,51291,0.052645879,15
29-1022.00,Oral and Maxillofacial Surgeons,29-1199.05,Orthoptists,0.0626015,0.155106,97815,33152,0.053656727,16
29-1022.00,Oral and Maxillofacial Surgeons,29-1069.08,Physical Medicine and Rehabilitation Physicians,0.0626015,0.053785,97815,121468,0.053956675,17
29-1022.00,Oral and Maxillofacial Surgeons,29-1171.00,Nurse Practitioners,0.0626015,0.0582304,97815,87486,0.054773469,18
29-1022.00,Oral and Maxillofacial Surgeons,29-1063.00,"Internists, General",0.0626015,0.0569465,97815,121468,0.056044136,19
29-1022.00,Oral and Maxillofacial Surgeons,29-1141.03,Critical Care Nurses,0.0626015,0.0882054,97815,75807,0.056244843,20
29-1023.00,Orthodontists,29-1021.00,"Dentists, General",0.132871,0.0671198,97815,97815,0.027685093,1
29-1023.00,Orthodontists,29-1067.00,Surgeons,0.132871,0.0541157,97815,121468,0.029714005,2
29-1023.00,Orthodontists,29-1061.00,Anesthesiologists,0.132871,0.0853635,97815,121468,0.037867878,3
29-1023.00,Orthodontists,29-1064.00,Obstetricians and Gynecologists,0.132871,0.0616244,97815,121468,0.038705019,4
29-1023.00,Orthodontists,29-1069.12,Urologists,0.132871,0.0738493,97815,121468,0.040758639,5
29-1023.00,Orthodontists,29-1022.00,Oral and Maxillofacial Surgeons,0.132871,0.0626015,97815,97815,0.041720875,6
29-1023.00,Orthodontists,29-1081.00,Podiatrists,0.132871,0.169633,97815,121468,0.042865855,7
29-1023.00,Orthodontists,29-1131.00,Veterinarians,0.132871,0.0785528,97815,71116,0.044148884,8
29-1023.00,Orthodontists,29-1069.06,Ophthalmologists,0.132871,0.111432,97815,121468,0.044449364,9
29-1023.00,Orthodontists,29-1069.10,Radiologists,0.132871,0.109015,97815,121468,0.044981643,10
29-1023.00,Orthodontists,29-1151.00,Nurse Anesthetists,0.132871,0.0665388,97815,87486,0.046604919,11
29-1023.00,Orthodontists,29-1069.02,Dermatologists,0.132871,0.107837,97815,121468,0.047772333,12
29-1023.00,Orthodontists,29-1041.00,Optometrists,0.132871,0.1997,97815,75425,0.048148732,13
29-1023.00,Orthodontists,29-1024.00,Prosthodontists,0.132871,0.0616964,97815,97815,0.049070976,14
29-1023.00,Orthodontists,29-1069.11,Sports Medicine Physicians,0.132871,0.0564762,97815,121468,0.053606196,15
29-1023.00,Orthodontists,29-1199.05,Orthoptists,0.132871,0.155106,97815,33152,0.056660427,16
29-1023.00,Orthodontists,29-1011.00,Chiropractors,0.132871,0.0726067,97815,51291,0.058472984,17
29-1023.00,Orthodontists,29-1071.00,Physician Assistants,0.132871,0.0894841,97815,32074,0.061070306,18
29-1023.00,Orthodontists,29-1069.08,Physical Medicine and Rehabilitation Physicians,0.132871,0.053785,97815,121468,0.064367569,19
29-1023.00,Orthodontists,29-1199.01,Acupuncturists,0.132871,0.163377,97815,14138,0.065263773,20
29-1024.00,Prosthodontists,29-1131.00,Veterinarians,0.0616964,0.0785528,97815,71116,0.042894636,1
29-1024.00,Prosthodontists,29-1021.00,"Dentists, General",0.0616964,0.0671198,97815,97815,0.04764736,2
29-1024.00,Prosthodontists,29-1023.00,Orthodontists,0.0616964,0.132871,97815,97815,0.049070976,3
29-1024.00,Prosthodontists,29-1151.00,Nurse Anesthetists,0.0616964,0.0665388,97815,87486,0.052381868,4
29-1024.00,Prosthodontists,29-1067.00,Surgeons,0.0616964,0.0541157,97815,121468,0.054180735,5
29-1024.00,Prosthodontists,29-1069.06,Ophthalmologists,0.0616964,0.111432,97815,121468,0.054275482,6
29-1024.00,Prosthodontists,29-1069.10,Radiologists,0.0616964,0.109015,97815,121468,0.058081427,7
29-1024.00,Prosthodontists,29-1069.12,Urologists,0.0616964,0.0738493,97815,121468,0.05930275,8
29-1024.00,Prosthodontists,29-1022.00,Oral and Maxillofacial Surgeons,0.0616964,0.0626015,97815,97815,0.059604085,9
29-1024.00,Prosthodontists,29-1041.00,Optometrists,0.0616964,0.1997,97815,75425,0.062900574,10
29-1024.00,Prosthodontists,29-1069.02,Dermatologists,0.0616964,0.107837,97815,121468,0.064956608,11
29-1024.00,Prosthodontists,29-1064.00,Obstetricians and Gynecologists,0.0616964,0.0616244,97815,121468,0.065387339,12
29-1024.00,Prosthodontists,29-1069.11,Sports Medicine Physicians,0.0616964,0.0564762,97815,121468,0.066453825,13
29-1024.00,Prosthodontists,29-1069.07,Pathologists,0.0616964,0.103507,97815,121468,0.06744745,14
29-1024.00,Prosthodontists,29-2091.00,Orthotists and Prosthetists,0.0616964,0.10517,97815,29915,0.070613302,15
29-1024.00,Prosthodontists,29-1081.00,Podiatrists,0.0616964,0.169633,97815,121468,0.070824615,16
29-1024.00,Prosthodontists,29-1061.00,Anesthesiologists,0.0616964,0.0853635,97815,121468,0.072991678,17
29-1024.00,Prosthodontists,29-1071.00,Physician Assistants,0.0616964,0.0894841,97815,32074,0.073894666,18
29-1024.00,Prosthodontists,29-2033.00,Nuclear Medicine Technologists,0.0616964,0.541246,97815,62190,0.074807517,19
29-1024.00,Prosthodontists,29-1069.08,Physical Medicine and Rehabilitation Physicians,0.0616964,0.053785,97815,121468,0.075565784,20
29-1031.00,Dietitians and Nutritionists,29-1069.04,Neurologists,0.25,0.0547824,51748,121468,0.037429489,1
29-1031.00,Dietitians and Nutritionists,29-1063.00,"Internists, General",0.25,0.0569465,51748,121468,0.039987429,2
29-1031.00,Dietitians and Nutritionists,29-1069.08,Physical Medicine and Rehabilitation Physicians,0.25,0.053785,51748,121468,0.041717663,3
29-1031.00,Dietitians and Nutritionists,29-1065.00,"Pediatricians, General",0.25,0.121116,51748,121468,0.044404484,4
29-1031.00,Dietitians and Nutritionists,29-1199.04,Naturopathic Physicians,0.25,0.0699283,51748,33152,0.044781045,5
29-1031.00,Dietitians and Nutritionists,29-1062.00,Family and General Practitioners,0.25,0.0887864,51748,88735,0.045770133,6
29-1031.00,Dietitians and Nutritionists,29-1081.00,Podiatrists,0.25,0.169633,51748,121468,0.046790835,7
29-1031.00,Dietitians and Nutritionists,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",0.25,0.0647151,51748,93687,0.047294103,8
29-1031.00,Dietitians and Nutritionists,29-1066.00,Psychiatrists,0.25,0.052216,51748,121468,0.048408141,9
29-1031.00,Dietitians and Nutritionists,29-1069.09,Preventive Medicine Physicians,0.25,0.0600421,51748,121468,0.051225521,10
29-1031.00,Dietitians and Nutritionists,29-1064.00,Obstetricians and Gynecologists,0.25,0.0616244,51748,121468,0.051658067,11
29-1031.00,Dietitians and Nutritionists,29-1141.02,Advanced Practice Psychiatric Nurses,0.25,0.0517718,51748,66818,0.055276618,12
29-1031.00,Dietitians and Nutritionists,29-1069.02,Dermatologists,0.25,0.107837,51748,121468,0.055362592,13
29-1031.00,Dietitians and Nutritionists,29-1199.05,Orthoptists,0.25,0.155106,51748,33152,0.055728096,14
29-1031.00,Dietitians and Nutritionists,29-1171.00,Nurse Practitioners,0.25,0.0582304,51748,87486,0.055916675,15
29-1031.00,Dietitians and Nutritionists,29-1123.00,Physical Therapists,0.25,0.082515,51748,59065,0.056303416,16
29-1031.00,Dietitians and Nutritionists,29-1069.03,Hospitalists,0.25,0.0660836,51748,32074,0.05639704,17
29-1031.00,Dietitians and Nutritionists,25-1071.00,"Health Specialties Teachers, Postsecondary",0.25,0.169721,51748,93687,0.057256835,18
29-1031.00,Dietitians and Nutritionists,29-1181.00,Audiologists,0.25,0.247076,51748,63912,0.05758467,19
29-1031.00,Dietitians and Nutritionists,29-1128.00,Exercise Physiologists,0.25,0.0932041,51748,,0.058481716,20
29-1041.00,Optometrists,29-1069.06,Ophthalmologists,0.1997,0.111432,75425,121468,0.023687637,1
29-1041.00,Optometrists,29-1081.00,Podiatrists,0.1997,0.169633,75425,121468,0.029999046,2
29-1041.00,Optometrists,29-1064.00,Obstetricians and Gynecologists,0.1997,0.0616244,75425,121468,0.030438732,3
29-1041.00,Optometrists,29-1069.12,Urologists,0.1997,0.0738493,75425,121468,0.031374275,4
29-1041.00,Optometrists,29-1022.00,Oral and Maxillofacial Surgeons,0.1997,0.0626015,75425,97815,0.035141519,5
29-1041.00,Optometrists,29-1199.05,Orthoptists,0.1997,0.155106,75425,33152,0.036314553,6
29-1041.00,Optometrists,29-1063.00,"Internists, General",0.1997,0.0569465,75425,121468,0.036718362,7
29-1041.00,Optometrists,29-1069.02,Dermatologists,0.1997,0.107837,75425,121468,0.037229382,8
29-1041.00,Optometrists,29-1011.00,Chiropractors,0.1997,0.0726067,75425,51291,0.038696032,9
29-1041.00,Optometrists,29-1062.00,Family and General Practitioners,0.1997,0.0887864,75425,88735,0.041812357,10
29-1041.00,Optometrists,29-1069.04,Neurologists,0.1997,0.0547824,75425,121468,0.042710586,11
29-1041.00,Optometrists,29-1071.00,Physician Assistants,0.1997,0.0894841,75425,32074,0.043163197,12
29-1041.00,Optometrists,29-1067.00,Surgeons,0.1997,0.0541157,75425,121468,0.044461539,13
29-1041.00,Optometrists,29-1131.00,Veterinarians,0.1997,0.0785528,75425,71116,0.044743391,14
29-1041.00,Optometrists,29-1069.05,Nuclear Medicine Physicians,0.1997,0.396199,75425,121468,0.045224031,15
29-1041.00,Optometrists,29-1069.08,Physical Medicine and Rehabilitation Physicians,0.1997,0.053785,75425,121468,0.045499482,16
29-1041.00,Optometrists,29-1069.01,Allergists and Immunologists,0.1997,0.0568544,75425,121468,0.047407692,17
29-1041.00,Optometrists,29-1023.00,Orthodontists,0.1997,0.132871,75425,97815,0.048148732,18
29-1041.00,Optometrists,29-1069.11,Sports Medicine Physicians,0.1997,0.0564762,75425,121468,0.049362643,19
29-1041.00,Optometrists,29-1123.00,Physical Therapists,0.1997,0.082515,75425,59065,0.049714758,20
29-1051.00,Pharmacists,29-1041.00,Optometrists,0.290617,0.1997,91951,75425,0.050468383,1
29-1051.00,Pharmacists,29-1063.00,"Internists, General",0.290617,0.0569465,91951,121468,0.052789497,2
29-1051.00,Pharmacists,29-1069.06,Ophthalmologists,0.290617,0.111432,91951,121468,0.054479391,3
29-1051.00,Pharmacists,29-1069.04,Neurologists,0.290617,0.0547824,91951,121468,0.060180943,4
29-1051.00,Pharmacists,15-1199.07,Data Warehousing Specialists,0.290617,0.459236,91951,,0.061094216,5
29-1051.00,Pharmacists,29-1062.00,Family and General Practitioners,0.290617,0.0887864,91951,88735,0.061543732,6
29-1051.00,Pharmacists,29-1081.00,Podiatrists,0.290617,0.169633,91951,121468,0.063119984,7
29-1051.00,Pharmacists,29-1069.12,Urologists,0.290617,0.0738493,91951,121468,0.063167563,8
29-1051.00,Pharmacists,29-1065.00,"Pediatricians, General",0.290617,0.121116,91951,121468,0.064068946,9
29-1051.00,Pharmacists,29-1064.00,Obstetricians and Gynecologists,0.290617,0.0616244,91951,121468,0.065050881,10
29-1051.00,Pharmacists,29-1141.00,Registered Nurses,0.290617,0.164759,91951,66818,0.06510001,11
29-1051.00,Pharmacists,29-1069.02,Dermatologists,0.290617,0.107837,91951,121468,0.065492172,12
29-1051.00,Pharmacists,29-1181.00,Audiologists,0.290617,0.247076,91951,63912,0.067208447,13
29-1051.00,Pharmacists,29-1069.05,Nuclear Medicine Physicians,0.290617,0.396199,91951,121468,0.06980252,14
29-1051.00,Pharmacists,29-1071.00,Physician Assistants,0.290617,0.0894841,91951,32074,0.071114193,15
29-1051.00,Pharmacists,29-1069.08,Physical Medicine and Rehabilitation Physicians,0.290617,0.053785,91951,121468,0.072892421,16
